Title,Author,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Date Read,Date Added,Bookshelves,Exclusive Shelf,My Review,Read Count,Owned Copies
"Jingo (Discworld, #21)",Terry Pratchett,0,4.19,Turtleback Books,Library Binding,464.0,2014.0,,2015/04/03,kobo,read,,1,0
"The Amazing Maurice and His Educated Rodents (Discworld, #28)",Terry Pratchett,0,4.07,Clarion Books,Mass Market Paperback,340.0,2008.0,,2015/04/03,kobo,read,,1,0
"The Lost World (Jurassic Park, #2)",Michael Crichton,0,3.87,Alfred A. Knopf,Hardcover,393.0,1995.0,,2015/04/03,kobo,read,,1,0
"Carpe Jugulum (Discworld, #23)",Terry Pratchett,0,4.19,Turtleback Books,School & Library Binding,,2000.0,,2015/04/03,kobo,read,,1,0
"Divine Justice (Camel Club, #4)",David Baldacci,0,4.23,Grand Central Publishing,Hardcover Large Print,596.0,2008.0,,2015/04/03,kobo,read,,1,0
A Cool Head (Quick Reads),Ian Rankin,0,3.5,Orion Paperbacks,Paperback,107.0,2009.0,,2015/04/03,kobo,read,,1,0
"Unseen Academicals (Discworld, #37; Rincewind, #8)",Terry Pratchett,0,4.01,HarperCollins,Hardcover,417.0,2009.0,,2015/04/03,kobo,read,,1,0
"The Sixth Man (Sean King & Michelle Maxwell, #5)",David Baldacci,0,4.2,Grand Central Publishing,Kindle Edition,428.0,2011.0,,2015/04/03,kobo,read,,1,0
"The Innocent (Will Robie, #1)",David Baldacci,0,4.19,Grand Central Publishing,Kindle Edition,422.0,2012.0,,2015/04/03,kobo,read,,1,0
"The Hit (Will Robie, #2)",David Baldacci,0,4.18,Grand Central Publishing,Hardcover,392.0,2013.0,,2015/04/03,kobo,read,,1,0
"The Blue Girl (Newford, #15)",Charles de Lint,0,3.94,Firebird,Paperback,368.0,2006.0,,2015/04/03,kobo,read,,1,0
"The Bourne Ultimatum (Jason Bourne, #3)",Robert Ludlum,0,4.07,Bantam Books,Paperback,662.0,1991.0,,2015/04/03,kobo,read,,1,0
"Night Watch (Watch, #1)",Sergei Lukyanenko,0,3.97,Miramax Books / Hyperion,Paperback,455.0,2006.0,,2015/04/03,kobo,read,,1,0
Mutation (A Medical Thriller),Robin Cook,0,3.81,G.P. Putnam's Sons,Mass Market Paperback,338.0,1990.0,,2015/04/03,kobo,read,,1,0
"The Day Watch (Watch, #2)",Sergei Lukyanenko,0,4.07,Seal Books,Mass Market Paperback,592.0,2008.0,,2015/04/03,kobo,read,,1,0
"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,0,4.41,HarperTorch,Mass Market Paperback,394.0,2005.0,,2015/04/03,kobo,read,,1,0
"Fear Nothing (Moonlight Bay, #1)",Dean Koontz,0,4.0,Bantam,Hardcover,391.0,1998.0,,2015/04/03,kobo,read,,1,0
"City of Night  (Dean Koontz's Frankenstein, #2)",Dean Koontz,0,4.0,Bantam,Mass Market Paperback,455.0,2009.0,,2015/04/03,kobo,read,,1,0
"Shock Wave (Dirk Pitt, #13)",Clive Cussler,0,4.07,Pocket Star,Mass Market Paperback,660.0,2008.0,,2015/04/03,kobo,read,,1,0
Invasion,Robin Cook,0,3.62,Berkley Books,Mass Market Paperback,338.0,1997.0,,2015/04/03,kobo,read,,1,0
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,0,4.05,Bantam,Mass Market Paperback,601.0,2010.0,,2015/04/03,kobo,read,,1,0
"In Odd We Trust (Odd Thomas Graphic Novel, #1)",Dean Koontz,0,3.91,Del Rey,Paperback,204.0,2008.0,,2015/04/03,kobo,read,,1,0
"Nothing to Lose (Jack Reacher, #12)",Lee Child,0,3.93,Delacorte Press,Kindle Edition,416.0,2008.0,,2015/04/03,kobo,read,,1,0
Fever,Robin Cook,0,3.79,Berkley Books,Mass Market Paperback,352.0,2000.0,,2015/04/03,kobo,read,,1,0
"Prayers for Rain (Kenzie & Gennaro, #5)",Dennis Lehane,0,4.09,William Morrow Paperbacks,Mass Market Paperback,375.0,2000.0,,2015/04/03,kobo,read,,1,0
"The Mediterranean Caper (Dirk Pitt, #2)",Clive Cussler,0,3.81,G.P. Putnam's Sons,Mass Market Paperback,391.0,2004.0,,2015/04/03,kobo,read,,1,0
"Treasure (Dirk Pitt, #9)",Clive Cussler,0,3.95,Pocket Books,Mass Market Paperback,544.0,1988.0,,2015/04/03,kobo,read,,1,0
"Moonlight Mile (Kenzie & Gennaro, #6)",Dennis Lehane,0,3.75,William Morrow,Hardcover,324.0,2010.0,,2015/04/03,kobo,read,,1,0
"Crescent Dawn (Dirk Pitt, #21)",Clive Cussler,0,4.03,G. P. Putnam's Sons,Hardcover,548.0,2010.0,,2015/04/03,kobo,read,,1,0
"Live by Night (Coughlin, #2)",Dennis Lehane,0,3.92,William Morrow,Hardcover,402.0,2012.0,,2015/04/03,kobo,read,,1,0
"Odd Thomas (Odd Thomas, #1)",Dean Koontz,0,3.99,Bantam,Mass Market Paperback,446.0,2004.0,,2015/04/03,kobo,read,,1,0
The Last Surgeon,Michael           Palmer,0,3.86,St. Martin's Press,Hardcover,373.0,2010.0,,2015/04/03,kobo,read,,1,0
"Lost Souls (Dean Koontz's Frankenstein, #4)",Dean Koontz,0,3.93,Bantam,Hardcover,350.0,2010.0,,2015/04/03,kobo,read,,1,0
"Junkyard Dogs (Walt Longmire, #6)",Craig Johnson,0,4.25,Penguin Group,ebook,320.0,2010.0,,2015/04/03,kobo,read,,1,0
"A Foreign Country (Thomas Kell, #1)",Charles Cumming,0,3.86,St. Martin's Press,Hardcover,357.0,2012.0,,2015/04/03,kobo,read,,1,0
"Odd Apocalypse (Odd Thomas, #5)",Dean Koontz,0,3.99,Bantam,Kindle Edition,368.0,2012.0,,2015/04/03,kobo,read,,1,0
"Treasure of Khan (Dirk Pitt, #19)",Clive Cussler,0,3.96,G.P. Putnam's Sons,Hardcover,552.0,2006.0,,2015/04/03,kobo,read,,1,0
"Marker (Jack Stapleton & Laurie Montgomery, #5)",Robin Cook,0,3.94,Berkley Books,ebook,672.0,2005.0,,2015/04/03,kobo,read,,1,0
"Atlantis Found (Dirk Pitt, #15)",Clive Cussler,0,4.02,Berkley,Mass Market Paperback,732.0,2001.0,,2015/04/03,kobo,read,,1,0
"Contagion (Jack Stapleton & Laurie Montgomery, #2)",Robin Cook,0,3.97,G.P. Putnam's Sons,Mass Market Paperback,496.0,1996.0,,2015/04/03,kobo,read,,1,0
The First Patient,Michael           Palmer,0,3.79,St. Martin's Paperbacks,Mass Market Paperback,512.0,2008.0,,2015/04/03,kobo,read,,1,0
"Salvation in Death (In Death, #27)",J.D. Robb,0,4.29,Putnam Adult,Hardcover,353.0,2008.0,,2015/04/03,kobo,read,,1,0
Duma Key,Stephen        King,0,3.98,Pocket Books,Mass Market Paperback,771.0,2008.0,,2015/04/03,kobo,read,,1,0
Brain,Robin Cook,0,3.77,Penguin Group (USA),ebook,320.0,1982.0,,2015/04/03,kobo,read,,1,0
Skeleton Crew,Stephen        King,0,3.97,Berkley,Mass Market Paperback,566.0,2007.0,,2015/04/03,kobo,read,,1,0
Neverwhere,Neil Gaiman,0,4.17,Avon,Mass Market Paperback,370.0,1998.0,,2015/04/03,kobo,read,,1,0
"Darkfever (Fever, #1)",Karen Marie Moning,0,4.06,Dell Publishing,Kindle Edition,382.0,2006.0,,2015/04/03,kobo,read,,1,0
"Kindness Goes Unpunished (Walt Longmire, #3)",Craig Johnson,0,4.22,Viking Books,Hardcover,288.0,2007.0,,2015/04/03,kobo,read,,1,0
Four Past Midnight,Stephen        King,0,3.95,Signet,Mass Market Paperback,732.0,1991.0,,2015/04/03,kobo,read,,1,0
The Girl Who Loved Tom Gordon,Stephen        King,0,3.64,Pocket Books,Mass Market Paperback,264.0,2000.0,,2015/04/03,kobo,read,,1,0
"Another Man's Moccasins (Walt Longmire, #4)",Craig Johnson,0,4.24,Penguin Books,Paperback,290.0,2009.0,,2015/04/03,kobo,read,,1,0
Bag of Bones,Stephen        King,0,3.92,Scribner,Hardcover,529.0,1998.0,,2015/04/03,kobo,read,,1,0
The Second Opinion,Michael           Palmer,0,3.82,St. Martin's Press,Hardcover,376.0,2009.0,,2015/04/03,kobo,read,,1,0
"The Dark Horse (Walt Longmire, #5)",Craig Johnson,0,4.3,Penguin Books,Paperback,318.0,2010.0,,2015/04/03,kobo,read,,1,0
Dolores Claiborne,Stephen        King,0,3.94,Signet,Mass Market Paperback,372.0,2004.0,,2015/04/03,kobo,read,,1,0
As the Crow Flies: A Walt Longmire Mystery,Craig Johnson,0,4.29,Penguin Books,Kindle Edition,322.0,2012.0,,2015/04/03,kobo,read,,1,0
A Serpent's Tooth,Craig Johnson,0,4.3,Penguin Books,Paperback,368.0,2014.0,,2015/04/03,kobo,read,,1,0
"Deep Down (Jack Reacher, #16.5)",Lee Child,0,3.88,Transworld Digital,ebook,52.0,2012.0,,2015/04/03,kobo,read,,1,0
Firestarter,Stephen        King,0,3.92,Hodder,Paperback,566.0,2008.0,,2015/04/03,kobo,read,,1,0
Dreamcatcher,Stephen        King,0,3.66,Pocket Books,Mass Market Paperback,896.0,2001.0,,2015/04/03,kobo,read,,1,0
Rose Madder,Stephen        King,0,3.75,Hodder & Stoughton,Paperback,595.0,1996.0,,2015/04/03,kobo,read,,1,0
Me Talk Pretty One Day,David Sedaris,0,4.01,"Back Bay/Little, Brown & Co.",Mass Market Paperback,253.0,2001.0,,2015/04/03,kobo,read,,1,0
The Dark Half,Stephen        King,0,3.81,Signet,Mass Market Paperback,468.0,1992.0,,2015/04/03,kobo,read,,1,0
Carrie,Stephen        King,0,3.99,Doubleday Books,Hardcover,199.0,1974.0,,2015/04/03,kobo,read,,1,0
Hotel Iris,Yōko Ogawa,0,3.33,Picador,Paperback,164.0,2010.0,,2015/04/03,kobo,read,,1,0
Different Seasons,Stephen        King,0,4.36,Signet,Paperback,508.0,1983.0,,2015/04/03,kobo,read,,1,0
From a Buick 8,Stephen        King,0,3.48,Pocket Books,Paperback,487.0,2003.0,,2015/04/03,kobo,read,,1,0
The 5th Horseman (Women's Murder Club #5),James  Patterson,0,4.1,"Little, Brown and Company",Mass Market Paperback,428.0,2008.0,,2015/04/03,kobo,read,,1,0
"Die Trying (Jack Reacher, #2)",Lee Child,0,4.07,Jove,Mass Market Paperback,567.0,2008.0,,2015/04/03,kobo,read,,1,0
"Without Fail (Jack Reacher, #6)",Lee Child,0,4.16,Berkley,Mass Market Paperback,549.0,2008.0,,2015/04/03,kobo,read,,1,0
"Running Blind (Jack Reacher, #4)",Lee Child,0,4.13,Berkley,Mass Market Paperback,519.0,2007.0,,2015/04/03,kobo,read,,1,0
Night Over Water,Ken Follett,0,3.91,Signet Book,Mass Market Paperback,526.0,1992.0,,2015/04/03,kobo,read,,1,0
Dark Winter,Andy McNab,0,4.02,Bantam Press,Hardcover,,2003.0,,2015/04/03,kobo,read,,1,0
Firewall,Andy McNab,0,3.89,Atria,Hardcover,384.0,2001.0,,2015/04/03,kobo,read,,1,0
Third Twin: A Novel of Suspense,Ken Follett,0,3.81,Fawcett,ebook,480.0,2010.0,,2015/04/03,kobo,read,,1,0
A Dangerous Fortune,Ken Follett,0,4.15,Dell,Mass Market Paperback,596.0,1994.0,,2015/04/03,kobo,read,,1,0
"Rainbow Six (John Clark, #2)",Tom Clancy,0,4.13,Michael Joseph Ltd,Hardcover,752.0,1998.0,,2015/04/03,kobo,read,,1,0
Exit Wound,Andy McNab,0,4.03,Bantam Press,Paperback,448.0,2009.0,,2015/04/03,kobo,read,,1,0
"Fade Away (Myron Bolitar, #3)",Harlan Coben,0,4.05,Dell,Paperback,368.0,1996.0,,2015/04/03,kobo,read,,1,0
"The Affair (Jack Reacher, #16)",Lee Child,0,4.16,Delacorte,ebook,446.0,2011.0,,2015/04/03,kobo,read,,1,0
"Dead Centre (Nick Stone, #14)",Andy McNab,0,4.19,Bantam Press,Paperback,416.0,2012.0,,2015/04/03,kobo,read,,1,0
"Angels & Demons (Robert Langdon, #1)",Dan    Brown,0,3.95,Atria Books,ebook,531.0,2000.0,,2015/04/03,kobo,read,,1,0
"Worth Dying For (Jack Reacher, #15)",Lee Child,0,4.22,Windsor,Hardcover,0.0,2010.0,,2015/04/03,kobo,read,,1,0
"1225 Christmas Tree Lane (Cedar Cove, #12)",Debbie Macomber,0,3.96,MIRA,Hardcover,283.0,2011.0,,2015/04/03,kobo,read,,1,0
A Tale for the Time Being,Ruth Ozeki,0,4.06,Canongate,ebook,429.0,2013.0,,2015/04/03,kobo,read,,1,0
Harmful Intent,Robin Cook,0,3.89,G.P. Putnam's Sons,Mass Market Paperback,368.0,1991.0,,2015/04/03,kobo,read,,1,0
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,0,4.02,Ace Books,Hardcover,292.0,2010.0,,2015/04/03,kobo,read,,1,0
"Shakespeare's Counselor (A Lily Bard Mystery, #5)",Charlaine Harris,0,3.92,Minotaur Books,Hardcover,232.0,2001.0,,2015/04/03,kobo,read,,1,0
Paper Money,Ken Follett,0,3.38,Penguin Books,Mass Market Paperback,261.0,1987.0,,2015/04/03,kobo,read,,1,0
"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,0,4.01,Ace Books,Hardcover,324.0,2006.0,,2015/04/03,kobo,read,,1,0
"Seduction in Death (In Death, #13)",J.D. Robb,0,4.35,Thorndike Pr,Hardcover,549.0,2009.0,,2015/04/03,kobo,read,,1,0
Out of Sight (Jack Foley #1),Elmore Leonard,0,3.94,William Morrow,ebook,352.0,2009.0,,2015/04/03,kobo,read,,1,0
Lie Down with Lions,Ken Follett,0,3.9,Penguin Books,Mass Market Paperback,372.0,1986.0,,2015/04/03,kobo,read,,1,0
"World Without End (Kingsbridge, #2)",Ken Follett,0,4.32,Penguin Books,Mass Market Paperback,1025.0,2010.0,,2015/04/03,kobo,read,,1,0
"Shakespeare's Trollop (A Lily Bard Mystery, #4)",Charlaine Harris,0,3.89,Minotaur Books,Hardcover,227.0,2000.0,,2015/04/03,kobo,read,,1,0
"Judgment in Death (In Death, #11)",J.D. Robb,0,4.37,The Berkeley Publishing Group,Mass Market Paperback,368.0,2000.0,,2015/04/03,kobo,read,,1,0
Dead Until Dark (Sookie Stackhouse #1),Charlaine Harris,0,3.97,Orion Books,Paperback,326.0,2010.0,,2015/04/03,kobo,read,,1,0
Swag,Elmore Leonard,0,3.9,William Morrow Paperbacks,Kindle Edition,256.0,2012.0,,2015/04/03,kobo,read,,1,0
"Vengeance in Death (In Death, #6)",J.D. Robb,0,4.36,Berkley,Mass Market Paperback,357.0,1997.0,,2015/04/03,kobo,read,,1,0
"Creation in Death (In Death, #25)",J.D. Robb,0,4.4,Gale Group,Paperback,539.0,2008.0,,2015/04/03,kobo,read,,1,0
"Aftermath (Inspector Banks, #12)",Peter    Robinson,0,4.12,Avon,Mass Market Paperback,480.0,2002.0,,2015/04/03,kobo,read,,1,0
"Ceremony in Death (In Death, #5)",J.D. Robb,0,4.27,Berkley Books,Mass Market Paperback,310.0,1997.0,,2015/04/03,kobo,read,,1,0
"Strange Affair (Inspector Banks, #15)",Peter    Robinson,0,4.05,William Morrow Paperbacks,Mass Market Paperback,416.0,2006.0,,2015/04/03,kobo,read,,1,0
"Gallows View (Inspector Banks, #1)",Peter    Robinson,0,3.78,MacMillan,Paperback,308.0,2002.0,,2015/04/03,kobo,read,,1,0
"Origin in Death (In Death, #21)",J.D. Robb,0,4.38,Putnam Adult,Hardcover,339.0,2005.0,,2015/04/03,kobo,read,,1,0
The Hanging Valley (Inspector Banks #4),Peter    Robinson,0,3.96,Pan Publishing,Kindle Edition,0.0,2009.0,,2015/04/03,kobo,read,,1,0
"Promises in Death (In Death, #28)",J.D. Robb,0,4.42,Putnam,Hardcover,352.0,2009.0,,2015/04/03,kobo,read,,1,0
"Treachery in Death (In Death, #32)",J.D. Robb,0,4.47,Berkley Books,ebook,384.0,2011.0,,2015/04/03,kobo,read,,1,0
"Kindred in Death (In Death, #29)",J.D. Robb,0,4.37,Putnam Adult,Hardcover,374.0,2009.0,,2015/04/03,kobo,read,,1,0
Step by Step: A Pedestrian Memoir,Lawrence Block,0,3.64,William Morrow,Hardcover,384.0,2009.0,,2015/04/03,kobo,read,,1,0
"Reunion in Death (In Death, #14)",J.D. Robb,0,4.38,Thorndike Pr,Hardcover,548.0,2009.0,,2015/04/03,kobo,read,,1,0
"Bad Boy (Inspector Banks, #19)",Peter    Robinson,0,4.0,William Morrow,Kindle Edition,400.0,2010.0,,2015/04/03,kobo,read,,1,0
"Sycamore Row (Jake Brigance, #2)",John Grisham,0,4.09,Bantam,ebook,455.0,2013.0,,2015/04/03,kobo,read,,1,0
"A Highland Christmas (Hamish Macbeth, #15.5)",M.C. Beaton,0,3.82,Grand Central Publishing,Paperback,160.0,2002.0,,2015/04/03,kobo,read,,1,0
"Rapture in Death (In Death, #4)",J.D. Robb,0,4.28,Berkley,Mass Market Paperback,320.0,1996.0,,2015/04/03,kobo,read,,1,0
The Client,John Grisham,0,4.06,Delta Trade Paperbacks,Paperback,483.0,2005.0,,2015/04/03,kobo,read,,1,0
"In a Dry Season (Inspector Banks, #10)",Peter    Robinson,0,4.11,AVON Books,Paperback,480.0,2000.0,,2015/04/03,kobo,read,,1,0
"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,0,4.12,Berkley,ebook,603.0,2009.0,,2015/04/03,kobo,read,,1,0
"Piece Of My Heart (Inspector Banks, #16)",Peter    Robinson,0,4.01,William Morrow Large Print,Paperback,,2006.0,,2015/04/03,kobo,read,,1,0
"Immortal in Death (In Death, #3)",J.D. Robb,0,4.28,Berkley,Mass Market Paperback,296.0,1996.0,,2015/04/03,kobo,read,,1,0
"London Bridges (Alex Cross, #10)",James  Patterson,0,3.97,"Little, Brown and Company",ebook,,2004.0,,2015/04/03,kobo,read,,1,0
"Glory in Death (In Death, #2)",J.D. Robb,0,4.27,Piatkus Books,Hardcover,336.0,2003.0,,2015/04/03,kobo,read,,1,0
"The Gunslinger (The Dark Tower, #1)",Stephen        King,0,3.91,Viking,Hardcover,231.0,2003.0,,2015/04/03,kobo,read,,1,0
A Necessary End (Inspector Banks #3),Peter    Robinson,0,3.91,Pan Publishing,ebook,,2009.0,,2015/04/03,kobo,read,,1,0
"Two for the Dough (Stephanie Plum, #2)",Janet Evanovich,0,4.11,Scribner,ebook,304.0,1999.0,,2015/04/03,kobo,read,,1,0
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,0,3.81,Anchor,Mass Market Paperback,235.0,2005.0,,2015/04/03,kobo,read,,1,0
"Song of Susannah (The Dark Tower, #6)",Stephen        King,0,4.0,Hodder & Stoughton,Paperback,480.0,2012.0,,2015/04/03,kobo,read,,1,0
Timeline,Michael Crichton,0,3.87,Ballantine Books,Paperback,496.0,2003.0,,2015/04/03,kobo,read,,1,0
State of Fear,Michael Crichton,0,3.7,Avon,Mass Market Paperback,672.0,2005.0,,2015/04/03,kobo,read,,1,0
"The Waste Lands (The Dark Tower, #3)",Stephen        King,0,4.25,Signet,Mass Market Paperback,590.0,2003.0,,2015/04/03,kobo,read,,1,0
Ten Big Ones (Stephanie Plum #10),Janet Evanovich,0,4.15,St. Martin's Press,Hardcover,312.0,2004.0,,2015/04/03,kobo,read,,1,0
"Red Rabbit (Jack Ryan, #2)",Tom Clancy,0,3.75,Berkley,Mass Market Paperback,636.0,2003.0,,2015/04/03,kobo,read,,1,0
"The Dark Tower (The Dark Tower, #7)",Stephen        King,0,4.29,Donald M. Grant/Scribner,Hardcover,845.0,2004.0,,2015/04/03,kobo,read,,1,0
Sizzling Sixteen (Stephanie Plum #16),Janet Evanovich,0,3.98,St. Martin's Press,Hardcover,309.0,2010.0,,2015/04/03,kobo,read,,1,0
"The Red Queen (The Plantagenet and Tudor Novels, #3)",Philippa Gregory,0,3.82,Atria Books,Hardcover,412.0,2010.0,,2015/04/03,kobo,read,,1,0
"The Other Boleyn Girl (The Tudor Court, #2)",Philippa Gregory,0,4.09,Touchstone,Kindle Edition,672.0,2002.0,,2015/04/03,kobo,read,,1,0
"Cross Country (Alex Cross, #14)",James  Patterson,0,3.89,"Little, Brown and Company",Kindle Edition,406.0,2008.0,,2015/04/03,kobo,read,,1,0
"The 9th Judgment  (Women's Murder Club, #9)",James  Patterson,0,4.15,"Little, Brown and Company",Hardcover,355.0,2010.0,,2015/04/03,kobo,read,,1,0
"To the Nines (Stephanie Plum, #9)",Janet Evanovich,0,4.16,St Martins Press,Paperback,320.0,2004.0,,2015/04/03,kobo,read,,1,0
Prey,Michael Crichton,0,3.79,HarperCollins,Hardcover,367.0,2002.0,,2015/04/03,kobo,read,,1,0
"Cuestión de suerte (Stephanie Plum, #6)",Janet Evanovich,0,4.19,"Alfaguara, S.A. Grupo Santillana,",Hardcover,344.0,2002.0,,2015/04/03,kobo,read,,1,0
Disclosure,Michael Crichton,0,3.8,Ballantine Books,Mass Market Paperback,497.0,1994.0,,2015/04/03,kobo,read,,1,0
Violets Are Blue,James  Patterson,0,4.01,Assorted,Hardcover,,2001.0,,2015/04/03,kobo,read,,1,0
"2nd Chance (Women's Murder Club, #2)",James  Patterson,0,4.08,"Little, Brown and Company",Paperback,400.0,2005.0,,2015/04/03,kobo,read,,1,0
"High Five (Stephanie Plum, #5)",Janet Evanovich,0,4.18,St. Martin's Paperbacks,Mass Market Paperback,317.0,2000.0,,2015/04/03,kobo,read,,1,0
3rd Degree (Womens Murder Club 3),James  Patterson,0,4.07,Headline Book Publishing,Paperback,356.0,2001.0,,2015/04/03,kobo,read,,1,0
Next,Michael Crichton,0,3.53,Harper,Hardcover,431.0,2006.0,,2015/04/03,kobo,read,,1,0
The Blooding,Joseph Wambaugh,0,3.98,Bantam,Paperback,428.0,1995.0,,2015/04/03,kobo,read,,1,0
Congo,Michael Crichton,0,3.63,Avon,Mass Market Paperback,442.0,2003.0,,2015/04/03,kobo,read,,1,0
"Kiss the Girls (Alex Cross, #2)",James  Patterson,0,4.0,"Little, Brown and Company",Kindle Edition,438.0,2002.0,,2015/04/03,kobo,read,,1,0
The Street Lawyer,John Grisham,0,3.88,Bantam,Paperback,384.0,2005.0,,2015/04/03,kobo,read,,1,0
"Deception on His Mind (Inspector Lynley, #9)",Elizabeth  George,0,4.08,Bantam,ebook,624.0,2009.0,,2015/04/03,kobo,read,,1,0
The Choirboys: A Novel,Joseph Wambaugh,0,4.04,Random House Publishing Group,Paperback,399.0,2007.0,,2015/04/03,kobo,read,,1,0
"Cat & Mouse (Alex Cross, #4)",James  Patterson,0,4.04,"Little, Brown and Company",Kindle Edition,419.0,2003.0,,2015/04/03,kobo,read,,1,0
The Rainmaker,John Grisham,0,4.01,Delta,Paperback,419.0,2005.0,,2015/04/03,kobo,read,,1,0
The Broker,John Grisham,0,3.84,Delta,Paperback,422.0,2006.0,,2015/04/03,kobo,read,,1,0
"Jack & Jill (Alex Cross, #3)",James  Patterson,0,4.0,"Little, Brown and Company",Kindle Edition,0.0,2003.0,,2015/04/03,kobo,read,,1,0
10th Anniversary (Women's Murder Club #10),James  Patterson,0,4.13,"Little, Brown and Company",Paperback,395.0,2012.0,,2015/04/03,kobo,read,,1,0
"11th Hour (Women's Murder Club, #11)",James  Patterson,0,4.1,"Little, Brown and Company",Hardcover,416.0,2012.0,,2015/04/03,kobo,read,,1,0
The Good Husband of Zebra Drive: More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith,0,4.08,Vintage Canada,Kindle Edition,0.0,2010.0,,2015/04/03,kobo,read,,1,0
Hold Tight,Harlan Coben,0,3.95,Dutton Books,ebook,304.0,2008.0,,2015/04/03,kobo,read,,1,0
"Deal Breaker (Myron Bolitar, #1)",Harlan Coben,0,3.98,Dell,Kindle Edition,0.0,2010.0,,2015/04/03,kobo,read,,1,0
"Long Lost (Myron Bolitar, #9)",Harlan Coben,0,4.01,Signet Book,ebook,432.0,2009.0,,2015/04/03,kobo,read,,1,0
"One False Move (Myron Bolitar, #5)",Harlan Coben,0,4.13,Dell,Kindle Edition,0.0,2008.0,,2015/04/03,kobo,read,,1,0
"Darkest Fear (Myron Bolitar, #7)",Harlan Coben,0,4.09,Dell,Kindle Edition,354.0,2008.0,,2015/04/03,kobo,read,,1,0
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency),Alexander McCall Smith,0,4.09,Vintage Canada,Kindle Edition,256.0,2009.0,,2015/04/03,kobo,read,,1,0
"Seconds Away (Mickey Bolitar, #2)",Harlan Coben,0,4.06,G.P. Putnam's Sons Books for Young Readers,Hardcover,338.0,2012.0,,2015/04/03,kobo,read,,1,0
"A Suitable Vengeance (Inspector Lynley, #4)",Elizabeth  George,0,4.02,Bantam,Paperback,449.0,2007.0,,2015/04/03,kobo,read,,1,0
"Missing Joseph (Inspector Lynley, #6)",Elizabeth  George,0,3.95,Bantam,Paperback,592.0,2008.0,,2015/04/03,kobo,read,,1,0
Hollywood Crows (Hollywood Station Series #2),Joseph Wambaugh,0,3.91,"Little, Brown & Company",Hardcover,352.0,2008.0,,2015/04/03,kobo,read,,1,0
The King of Torts,John Grisham,0,3.73,Delta,Paperback,276.0,2005.0,,2015/04/03,kobo,read,,1,0
"The Burglar Who Studied Spinoza (Bernie Rhodenbarr, #4)",Lawrence Block,0,3.88,HarperTorch,Mass Market Paperback,288.0,2006.0,,2015/04/03,kobo,read,,1,0
Hoot,Carl Hiaasen,0,3.84,Yearling,Paperback,292.0,2005.0,,2015/04/03,kobo,read,,1,0
"Death du Jour (Temperance Brennan, #2)",Kathy Reichs,0,3.96,Scribner,Loose Leaf,330.0,1999.0,,2015/04/03,kobo,read,,1,0
Nature Girl,Carl Hiaasen,0,3.67,Random House Large Print,Hardcover,501.0,2006.0,,2015/04/03,kobo,read,,1,0
Kick Ass: Selected Columns of Carl Hiaasen,Carl Hiaasen,0,3.92,University Press of Florida,Hardcover,471.0,1999.0,,2015/04/03,kobo,read,,1,0
"Payment In Blood (Inspector Lynley, #2)",Elizabeth  George,0,4.03,Bantam,Paperback,413.0,2007.0,,2015/04/03,kobo,read,,1,0
"Cold Granite (Logan McRae, #1)",Stuart MacBride,0,4.07,HarperCollins Publishers,ebook,464.0,2009.0,,2015/04/03,kobo,read,,1,0
"Blood Test (Alex Delaware, #2)",Jonathan Kellerman,0,3.86,Atheneum,Hardcover,257.0,1986.0,,2015/04/03,kobo,read,,1,0
"In Pursuit of the Proper Sinner (Inspector Lynley, #10)",Elizabeth  George,0,4.13,Bantam Books,Paperback,596.0,2009.0,,2015/04/03,kobo,read,,1,0
"Knots and Crosses (Inspector Rebus, #1)",Ian Rankin,0,3.8,Orion,Paperback,227.0,2005.0,,2015/04/03,kobo,read,,1,0
The Downhill Lie,Carl Hiaasen,0,3.52,Vintage,Kindle Edition,224.0,2008.0,,2015/04/03,kobo,read,,1,0
